"Dream On Me / Mia Moda  Atmosferra Stroller, Nero","I recently bought this to replace a Chicco Cortina which I'd never really liked but was decent and capable so I felt stuck with it.  But I'd grown increasingly hung up lately on the notion of a rear-facing stroller.  Most people seem to think of it as a feature for smaller babies, but I really wanted it for my 2.25 year old who is talking a ton these days.  When we go out with the stroller she is chattering and singing and asking me questions nonstop in her sweet little voice and I couldn't hear a word she said when she was facing away from me.  I'd seen rear facing strollers around town and assumed they were all crazy expensive but was pleased to find that there were a few mid-priced options available, and finally settled on the Atmosferra.So far, I am very pleased.  The steering is much smoother and easier than with the Cortina.  One-handed steering is really important to me, as I sometimes have to take the dog and stroller out at the same time.  I've never pushed a $1,000+ stroller and probably never will, so I although I wonder if those strollers feel $800+ better to push than this one, I'm satisfied.Love the easily adjustible handle.  Unfortunately, it does rattle a bit as one walks.  Don't like that, as it gives what seems an otherwise sturdy stroller a rickety feel, but perhaps that is common to all telescoping-type handles?  This is the only one I've ever tried.My daughter seems to like the seat and the deep canopy (hates sun in her eyes and this one really blocks sun well).  She also LOVES her snack tray and the cupholder, which keeps her sippy cup firmly in place.  At about 36"" her head is at the top of the seat frame but that doesn't seem to bother her at all because she's always leaning a bit forward to look around, rather than resting her head on it.  I'm sure I could rig up some extra padding if it becomes a problem. Not a deal breaker for me.  The canopy arches higher than the top of the seat frame, so it clears her head with room to spare.When folded, the stroller is VERY bulky and the huge rear wheels jut out, but from our research we knew to expect that.  We plan to use this one only for walks around our city neighborhood, and keep an umbrella-type stroller for the rare occasions we want to take a stroller in the car.  The reason for 4 stars rather than 5 is the trickiness of the fold.  I had to watch the babygizmo video review several times to figure it out and even though I now understand how to do it, it is pretty finicky and definitely is a two-handed fold.  My husband is afraid to even try because he's watched me struggling with it. The seat also must be facing forward to fold the stroller.  Turning it around before folding is a mildly irritating extra step, but I think that may be a common issue with rear-facing strollers.We are hoping to have a baby #2 at some point and I am really excited to try out the basinette feature.  I spent a while going back and forth between this and the Contours Options 3-Wheeler because the Countours is compatible with our Chicco infant carseat but the Atmosferra only accepts Mia Moda's carseat.  The Mia Moda won out in the end because I like that you can make a snug flat basinette out of it, whereas the Countours seat does not go flat.  I think between the basinette and our trusty Ergo carrier and Sleepy Wrap, our hoped-for second baby will make out just fine.  ONE NOTE ABOUT THE BASINETTE:  we got Nero which must be an older color becuase it is cheaper.  The babygizmo video shows a ventilation panel when the seat is fully reclined but our stroller DOES NOT have the ventilation panel.  Not sure whether that feature was just on certain model years.  Wanted to point that out for anyone for whom it might be important.Overall, this is a stylish-looking, versatile stroller and I think it's a pretty good bargain for the price.  If your lifestyle is such that you are constantly in and out of a car, this may not be the best choice, because it's heavy and bulky and has limited travel system compatibility.  I'd recommend it for city dwellers who tend to get around a lot on foot.***Update June 2012****So, we've had this stroller for a year, had our second child, and have put the stroller through its paces.  It has held up well.  It steers really easily, even if heavily loaded with a 3 year old and a basket full of groceries--I can push the baby in it one-handed while holding my older daughter's hand with the other. Daughter is still comfortable in the seat, at age 3 1/2 is pretty much maxing it out height-wise, but doesn't complain.Regarding the bassinette feature--I really like it better than the Chicco travel system which I used when my daughter was a baby.  It seems much cooler for baby during these hot summer months than being strapped into a carseat, and he can nap flat on his back or sit semi-reclined and watch the world go or look at me as we stroll.  The sunshade is awesome.  Switching the seat from bassinet to regular configuration is a bit of a pain, though.  The snaps involved are very stiff and hard to reach, and I do struggle with them, which can be frustrating when I'm in a hurry to get somewhere.  So keep that in mind if you anticipate having to switch it back and forth frequently.Overall, still satisfied with the purchase!",4
Swing Seat Ikarus,we have owned 2 of these (haba sent us a replacement after the first one broke).  its a very comfortable swing but the stitching simply does not hold us to heavy use.,1
"Trend Lab Nursing Cover, Monaco","I like this cover. It is thin material, so my little girl doesn't get too hot, although it is kind of rough. It is big enough although there are times I wish it was just a little bigger. Overall a great deal for the price",4
Hohner Kids Baby Band,This is one of those toys that I could play with my one year old for hours. He loves it as much as I do.,5
Star Kids Snack and Play Travel Tray,"The tray is a nice size for coloring or playing in the car but because it has to be soft for safety reasons it is a little floppy and doesn't really stay flat.  It worked nicely for us on a very long (17 hour) road trip with a 2 year old.  It has buckles on the sides so you can tighten it once and then just release it to make a pit stop.  A cup hole would be nice, but it is good for snacks.  The raised edges are great for keeping things from sliding off.  I wouldn't use it for short trips in town, but we travel fairly often and this is a nice addition.",4
"Baby Buddy Size-It Closet Organizers, Blue, 5 Pack",Our closet has built in shelving over the closet pole and unfortunately the label spot on these was too tall to fit onto the pole.,2
Baby Bath Tub Ring Seat New in Box By BabyMoov,"Oh it is great, my granddaughter at 8 months has a little problem sitting up and this works great for her in the bath. Getting to big to be in the sink.  Its fun to see her in the bath and having a good time.",5
Baby Einstein Sea Dreams Soother,"This thing works great. Has nice tunes and is soothing and entertaining to the baby. Babies are so individual in what they do and don't like. My baby likes it, but I wouldn't say she's mesmerized by it. She watches it for a bit then looks at other things. I do like that you can just turn on the ocean sounds for white noise. She does fall off to sleep well with it. As for those saying its loud, it starts off kind of loud but the speaker is pointed out the back of it so it a not as loud to the baby as it is to you. It does get quieter as it goes on. I like that it slowly gets softer before shutting off. I haven't used the remote as my baby is usually asleep by the time it shuts off. As of now the music and fish don't soothe her to sleep as much as they just keep her entertained in her crib while I do something else. I like that you can turn off the light and just have the sounds. Overall I like it and I'd buy it again. It's not some miracle baby soother, but it's cute and does the trick.Update 6/5/2014STILL love this soother. My baby is now 1 year old and loves this even more now that she's older. She can now turn it on and off by herself and she falls asleep to it every night. When she takes naps, sometimes she'll wake up, turn it on, then go back to sleep all on her own. She loves to watch the fishes and listen to the music. I've still never bothered with the remote. She pretty much tunrs it on and off herself so I don't need it. Still works great and for as much as I use it (every day) the batteries last a pretty decent amount of time. I've never had an issue with it falling off or coming undone. The latch is very secure. She bumps it constantly, hold onto it while standing up in her crib, and hits it. Never once has it come loose or fallen off. It's very sturdy. I'd say of all the gadgets I've baught for my daughter, this is on the top 5 list. Definitely worth the money.",5
bumGenius Diaper Sprayer,"At first I was taken aback at how powerful the sprayer is, even when turned on low.  I had a couple of incidents with water all over the bathroom, but once I got used to it, I love it!  I would suggest taking a couple of practice runs with non-poopy diapers first.  Then once you get the hang of it, it works wonderfully.  It easily sprays all the solids in the toilet and you don't have to do any soaking or dunking!  I would recommend this to anyone using cloth diapers for their babes!",5
Portable Toddler Seat Belt,"This is perfect for carrying in a purse or diaper bag to use in restaurants. It seems wherever we go, the high chair belts are broken and our toddler needs a belt to be safe.  This does the trick and we can make it work in any type of high chair, or even a booster seat.",5
"NUK Disney Winnie the Pooh 10 Ounces Active Cup Silicone Spout, 12+ Months","Little guy likes it. I wish Nuk would make hard spouts for their bottles like the soft spouts because if your baby has teeth, the soft spout won't last very long.",4
Lenox Disney Showcase 2011 Winnie the Pooh Baby's First Christmas Ornament,It was just as expected. The package was undamaged . was new and unused as expected.,5
"aden + anais Rayon from Bamboo Swaddle Blanket 3 Pack, Earthly","These are by far my fave swaddling blankets... also fantastic as a nursing cover, cover for car seat and all around great blanket!  They get softer as you wash them.  Love!",5
Dr. Brown's Bottle Brush,Would  have given this brush 5 stars for cleaning..but am giving it only 3 stars because it does break with about 2 months of regular use. I am online today to purchase my 3rd brush..I love the way it cleans but the 2 issues I ran into are the bristles coming loose and falling out and the wire stem breaking..,3
Dukes of Hazzard 1:64 Scale 1969 Dodge Charger &quot;General Lee&quot;,"I paid $12 for a Matchbox sized car. The product dimensions in the description said it was 9.3 x 2.8 x 0.7 inches and weighed 13 ounces. It was more like 2-2.5 inches long and 1 inch wide. Also, the car didn't even have a steering wheel inside it. What a joke! Don't buy it.",1
"Lambs &amp; Ivy Nursery Lamp with Shade, Hello Kitty and Puppy","perfect size, i like the design, it's no heavy, and muy daughter loves it. the quality is good. good ilumination",5
"Maclaren Universal Footmuff, Coffee","Bought the pink one for my quest charcoal and pink stroller and absolutely love it! will not drag on the ground like a blanket might, is very soft and durable. I am excited to try it out in Moscow, Russia-if it can withhold that cold, it will be perfect anywhere in the US.",5
Playtex BPA Free Drop-Ins NaturaLatch Latex Nipple - Fast Flow - 2 Pack,"My daughter HATES all silicone nipples, she will not take anything other than the playtex nipples either... it's irritating that you can't find these in stores, but I am so grateful that they are still being sold online.",5
"Turtlemeter, the Baby Bath Floating Turtle Toy and Bath Tub Thermometer","I love this little turtle.  It makes it so easy to tell if the bath water is just right, too hot, or too cold.  Way easier than holding a thermometer in the tub and, as a bonus, it's cute!",5
FunBites Hearts - Cuts kids' food into fun-shaped bite-sized pieces . . . Great for picky eaters and bento!,"We love our Luv It Funbites. We use it to cut up my preschoolers sandwiches, pancakes, etc.  She loves her heart shaped food.  I can't wait to get the square ones for our finger foods this holiday season!  Highly recommend!",5
"Kushies Trial Pack Reusable Ultra Diapers for Infants, Colors May Vary","Diapers are very cute, the only problem is the legs are not as tight as they should be. I haven't had any leaks with urine, but a large bowel movement might cause a problem...All in all, very good diapers.",4
Wink Pink Rolling Coaster the Wiggling Wiggle Race Car Premium Scooter,My grandaughter and her parents love it.  They all take a spin. Now I have to look for more for the other kids.,5
Philips Avent 3 Pack 9oz Bottles,Just have to let you know... They leak.  My baby is  only two weeks old and these bottles are leaking all over him!!  Poor guy. He ends up wet before he can even burp!!,3
"Fisher-Price Space Saver High Chair, Pink","I really like this chair.  It's not only functional, but looks pretty as well.  Also, very easy to put together!",5
"Zo&euml; b Organic Biodegradable Beach Toys, 18 Months","excellent product, made from organic material, bright, colorful & fun!  safe & practical beach toys for 12 month old to play in the sand",5
Jeep Car Seat Travel Bag,"Very nice the quality of the material i was expecting to be cheaper since i spent so little but it is actually really nice, i have a Safety 1st Complete Air 65 Protect Convertible Car Seat and it first perfectly with a little room to spare. I will update after my trip and see if it holds up.",5
